"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test availability reasons for all warehouse types.","1","test_warehouse_availability_reasons","tests.unit","Tue Feb 10 09:32:04 UTC 2026","passed","Tue Feb 10 09:32:04 UTC 2026","TestWarehouseAvailabilityReasons","test_warehouse_handling","",""
"Test that permission errors are flagged with access_error.","2","test_get_incoming_supply_permission_error_handled","tests.unit","Tue Feb 10 09:32:04 UTC 2026","passed","Tue Feb 10 09:32:04 UTC 2026","TestStockServiceGetIncomingSupply","test_stock_service","",""
"Test handling of very large quantities.","1","test_very_large_quantities","tests.unit","Tue Feb 10 09:32:04 UTC 2026","passed","Tue Feb 10 09:32:04 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test that CORS headers are present in responses.","2","test_cors_headers_present","tests.unit","Tue Feb 10 09:32:00 UTC 2026","passed","Tue Feb 10 09:32:00 UTC 2026","TestCORSMiddleware","test_main","",""
"Test that context manager properly enters and exits.","21","test_context_manager_enter_exit","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestERPNextClientContextManager","test_erpnext_client","",""
"Test that None rules defaults to PromiseRules().","0","test_calculate_promise_with_none_rules","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestPromiseServiceEdgeCases","test_promise_service","",""
"Test material request creation with priority.","1","test_create_material_request_with_priority","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestApplyServiceCreateMaterialRequest","test_apply_service","",""
"Test that health check version matches app version.","7","test_health_check_version_consistency","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestHealthCheckResponseModel","test_main","",""
"Test case-insensitive lookup and PO sorting.","1","test_case_insensitive_and_sorting","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestMockSupplyService","test_mock_supply_service","",""
"Stock in Goods In Transit should NOT be available immediately.","1","test_in_transit_stock_not_available_now","tests.unit","Tue Feb 10 09:32:04 UTC 2026","passed","Tue Feb 10 09:32:04 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"Test error when sales order doesn't exist.","0","test_sales_order_not_found_returns_error","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestApplyServiceErrorHandling","test_apply_service","",""
"Test that startup event is triggered (indirectly).","0","test_startup_event_logs_info","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestStartupShutdownEvents","test_main","",""
"Test that zero stock is handled correctly.","1","test_zero_stock_handled","tests.unit","Tue Feb 10 09:32:04 UTC 2026","passed","Tue Feb 10 09:32:04 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test sales order list with wrapped, direct, and non-list responses.","67","test_sales_order_list_various_responses","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestERPNextClientSalesOrderList","test_erpnext_client","",""
"Test graceful handling when data file is missing.","0","test_missing_data_file","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestMockSupplyService","test_mock_supply_service","",""
"Test: Desired date set but promise is late → suggestions offered.","1","test_desired_date_late","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestPromiseService","test_promise_service","",""
"When no_weekends=False, Friday and Saturday should be allowed.","0","test_no_weekends_false_allows_friday_saturday","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestPromiseCalculationWithCalendar","test_calendar_workweek","",""
"Test: Item override has highest priority in hierarchy.","1","test_processing_lead_time_hierarchy_item_beats_all","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test updating a custom field on Sales Order.","23","test_update_custom_field","tests.unit","Tue Feb 10 09:31:57 UTC 2026","passed","Tue Feb 10 09:31:57 UTC 2026","TestERPNextClientUpdateCustomField","test_erpnext_client","",""
"Test that app has correct title and version.","0","test_app_title_and_version","tests.unit","Tue Feb 10 09:32:00 UTC 2026","passed","Tue Feb 10 09:32:00 UTC 2026","TestAppSetup","test_main","",""
"Test get_sales_order_list with various parameter combinations.","22","test_get_sales_order_list_with_parameters[None-None-None-None-SO--10-0]","tests.unit","Tue Feb 10 09:32:00 UTC 2026","passed","Tue Feb 10 09:32:00 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Test handling of non-standard response formats.","45","test_response_edge_cases","tests.unit","Tue Feb 10 09:32:00 UTC 2026","passed","Tue Feb 10 09:32:00 UTC 2026","TestERPNextClientResponseEdgeCases","test_erpnext_client","",""
"Test: Promise date adjusted to skip weekends (Fri-Sat).","1","test_skip_weekends","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestPromiseService","test_promise_service","",""
"Test that /otp/apply endpoint is registered.","3","test_apply_endpoint_registered","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestEndpointRegistration","test_main","",""
"Test that POs without schedule_date are skipped.","1","test_skips_pos_without_schedule_date","tests.unit","Tue Feb 10 09:32:04 UTC 2026","passed","Tue Feb 10 09:32:04 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test classification of different warehouse types.","0","test_warehouse_type_classifications","tests.unit","Tue Feb 10 09:32:04 UTC 2026","passed","Tue Feb 10 09:32:04 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Test that ERPNext URL is properly constructed.","0","test_erpnext_url_construction","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestApplyServiceEdgeCases","test_apply_service","",""
"Test loading CSV and various queries.","1","test_with_existing_csv_and_queries","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestMockSupplyService","test_mock_supply_service","",""
"Test that settings values are consistent.","0","test_settings_immutable_behavior","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestGlobalSettingsInstance","test_config","",""
"Test ERPNext connection configuration exists.","0","test_settings_erpnext_connection_config","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestSettingsConfiguration","test_config","",""
"Test that health check response has all required fields.","7","test_health_check_response_has_all_fields","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestHealthCheckResponseModel","test_main","",""
"Test OTP health endpoint returns mock supply message.","4","test_otp_health_check_with_mock_supply","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestOTPHealthCheckMockSupply","test_additional_coverage","",""
"Test circuit breaker transitions to half-open and recovers.","0","test_circuit_breaker_half_open_recovery","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestCircuitBreakerHalfOpen","test_additional_coverage","",""
"Detect group warehouses correctly.","0","test_is_group_warehouse","tests.unit","Tue Feb 10 09:32:04 UTC 2026","passed","Tue Feb 10 09:32:04 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test: PO data access denied due to permissions → handles gracefully.","0","test_po_access_permission_denied","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestPromiseService","test_promise_service","",""
"Test that unexpected exceptions are propagated (or handled if not wrapped).","2","test_get_available_stock_exception_handled","tests.unit","Tue Feb 10 09:32:04 UTC 2026","passed","Tue Feb 10 09:32:04 UTC 2026","TestStockServiceGetAvailableStock","test_stock_service","",""
"Test that negative reserved qty doesn't cause issues.","1","test_negative_reserved_qty_handled","tests.unit","Tue Feb 10 09:32:04 UTC 2026","passed","Tue Feb 10 09:32:04 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Reasons should explain warehouse-based decisions including GROUP warehouse handling.","0","test_reasons_explain_warehouse_decisions","tests.unit","Tue Feb 10 09:32:04 UTC 2026","passed","Tue Feb 10 09:32:04 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"Promise date should never land on Friday or Saturday.","0","test_promise_date_never_weekend","tests.unit","Tue Feb 10 09:32:04 UTC 2026","passed","Tue Feb 10 09:32:04 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"Test 405 method not allowed response format.","4","test_405_method_not_allowed_format","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestErrorResponseFormats","test_main","",""
"Test: NO_EARLY_DELIVERY mode when promise < desired_date (adjust to desired).","1","test_no_early_delivery_promise_earlier","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test adding a comment to a document.","23","test_add_comment_to_doc","tests.unit","Tue Feb 10 09:31:57 UTC 2026","passed","Tue Feb 10 09:31:57 UTC 2026","TestERPNextClientComments","test_erpnext_client","",""
"Test that get_controller uses MockSupplyService when enabled.","2","test_get_controller_with_mock_supply_enabled","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestRoutesDependencyInjection","test_main","",""
"Test: Processing lead time applied to PO delivery dates.","0","test_processing_lead_time_with_po","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test that demo_data router endpoints are accessible.","3","test_demo_data_router_included","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestRouterInclusion","test_main","",""
"Test that endpoints return 422 for validation errors.","26","test_endpoint_validation_errors[/otp/procurement-suggest-request_data2-422-None]","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestRoutesErrorHandling","test_main","",""
"Test: Warehouse-specific processing lead time overrides default.","1","test_processing_lead_time_warehouse_override","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test: Partial from stock, rest from PO → MEDIUM confidence.","1","test_promise_partial_stock","tests.unit","Tue Feb 10 09:32:03 UTC 2026","passed","Tue Feb 10 09:32:03 UTC 2026","TestPromiseService","test_promise_service","",""
"Test health check returns healthy when ERPNext is connected.","8","test_health_check_success_when_erpnext_connected","tests.unit","Tue Feb 10 09:32:00 UTC 2026","passed","Tue Feb 10 09:32:00 UTC 2026","TestHealthCheckEndpoint","test_main","",""
"Test get_sales_order_list with various parameter combinations.","23","test_get_sales_order_list_with_parameters[None-None-None-2024-02-01-None-10-0]","tests.unit","Tue Feb 10 09:32:00 UTC 2026","passed","Tue Feb 10 09:32:00 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Test working day detection for Sunday-Thursday workweek.","0","test_is_working_day","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestCalendarUtilities","test_calendar_workweek","",""
"Test: When no desired_date, on_time should be None.","1","test_no_desired_date_provided","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test health check handles exceptions gracefully.","4","test_health_check_handles_exception","tests.unit","Tue Feb 10 09:32:00 UTC 2026","passed","Tue Feb 10 09:32:00 UTC 2026","TestHealthCheckEndpoint","test_main","",""
"Test that port must be positive integer.","0","test_settings_port_positive_integer","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestSettingsPydanticValidation","test_config","",""
"Test material request with single item.","2","test_material_request_with_single_item","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestApplyServiceEdgeCases","test_apply_service","",""
"Test that docs endpoint is available.","3","test_docs_endpoint_available","tests.unit","Tue Feb 10 09:32:00 UTC 2026","passed","Tue Feb 10 09:32:00 UTC 2026","TestAppSetup","test_main","",""
"Test applying promise with custom field only.","1","test_apply_promise_with_custom_field_only","tests.unit","Tue Feb 10 09:31:56 UTC 2026","passed","Tue Feb 10 09:31:56 UTC 2026","TestApplyServiceSuccessPath","test_apply_service","",""
