"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test 502 when ERPNext returns other error.","4","test_get_stock_erpnext_502_error","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test: LATEST_ACCEPTABLE mode when promise <= desired_date (on time).","0","test_latest_acceptable_on_time","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test successful health check and circuit breaker operations.","2","test_health_check_success","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestERPNextClientHealthCheck","test_erpnext_client","",""
"Test after_date filter and warehouse-specific queries.","1","test_date_filtering_and_warehouse_handling","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestMockSupplyService","test_mock_supply_service","",""
"Test health check returns degraded when ERPNext is disconnected.","3","test_health_check_degraded_when_erpnext_disconnected","tests.unit","Sat Feb 07 16:08:20 UTC 2026","passed","Sat Feb 07 16:08:20 UTC 2026","TestHealthCheckEndpoint","test_main","",""
"Test that shutdown event handler is configured.","0","test_shutdown_event_configured","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStartupShutdownEvents","test_main","",""
"Test: Insufficient supply → LOW confidence, has shortage.","0","test_promise_shortage","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestPromiseService","test_promise_service","",""
"Test that CORS allows configured origins.","3065","test_cors_allows_origins","tests.unit","Sat Feb 07 16:08:20 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestCORSMiddleware","test_main","",""
"Test basic endpoint format.","0","test_sales_orders_empty_list_format","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestSalesOrdersEndpointEmptyResults","test_endpoints","",""
"Test applying promise with comment only.","2","test_apply_promise_with_comment_only","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestApplyServiceSuccessPath","test_apply_service","",""
"Test handling of decimal quantity values.","4","test_get_stock_decimal_values","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test availability reasons for all warehouse types.","0","test_warehouse_availability_reasons","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestWarehouseAvailabilityReasons","test_warehouse_handling","",""
"Test that close method doesn't close the shared global client.","1","test_close_method","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestERPNextClientContextManager","test_erpnext_client","",""
"Test that endpoints return 422 for validation errors.","5","test_endpoint_validation_errors[/otp/apply-request_data1-422-None]","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestRoutesErrorHandling","test_main","",""
"Test: NO_EARLY_DELIVERY mode delays promise to match desired date.","1","test_no_early_delivery_mode","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestPromiseService","test_promise_service","",""
"Expand list without deduplication keeps duplicates.","0","test_expand_no_deduplicate","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test get_stock_balance with and without warehouse parameter.","4","test_get_stock_balance_with_and_without_warehouse","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestERPNextClientStockBalance","test_erpnext_client","",""
"Verify endpoint appears in OpenAPI schema.","3","test_sales_orders_is_in_openapi","tests.api","Sat Feb 07 16:08:27 UTC 2026","passed","Sat Feb 07 16:08:27 UTC 2026","","test_sales_orders_endpoint","",""
"Test that startup event is triggered (indirectly).","0","test_startup_event_logs_info","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStartupShutdownEvents","test_main","",""
"Note: Timeout handling is covered by integration tests.","0","test_timeout_handling_documented","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestERPNextClientTimeoutHandling","test_erpnext_client","",""
"Test handling of non-standard response formats.","4","test_response_edge_cases","tests.unit","Sat Feb 07 16:08:20 UTC 2026","passed","Sat Feb 07 16:08:20 UTC 2026","TestERPNextClientResponseEdgeCases","test_erpnext_client","",""
"Test: Multiple items, promise is max of all item dates.","1","test_multi_item_promise","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestPromiseService","test_promise_service","",""
"Test business rule defaults are sensible.","0","test_settings_business_rule_defaults","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestSettingsConfiguration","test_config","",""
"Test that /otp/sales-orders/{sales_order_id} endpoint is registered.","3","test_sales_order_details_endpoint_registered","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestEndpointRegistration","test_main","",""
"Test: Processing lead time applied to PO delivery dates.","1","test_processing_lead_time_with_po","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test response matches required schema - plain array of items.","5","test_sales_orders_response_format_matches_contract","tests.api","Sat Feb 07 16:08:27 UTC 2026","passed","Sat Feb 07 16:08:27 UTC 2026","","test_sales_orders_endpoint","",""
"Get children of group warehouse.","0","test_get_child_warehouses","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test that GET /otp/sales-orders/{id} endpoint is registered and not 404.","5","test_sales_order_details_endpoint_exists_and_not_404","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","","test_sales_order_details_endpoint","",""
"Test: Item-specific processing lead time overrides warehouse override.","1","test_processing_lead_time_item_override","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test that /otp/promise endpoint is registered.","3","test_promise_endpoint_registered","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestEndpointRegistration","test_main","",""
"Test that test credentials are configured.","0","test_settings_test_credentials_available","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestSettingsConfiguration","test_config","",""
"Stock in Work In Progress should be ignored.","1","test_wip_stock_ignored","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"Test that OpenAPI schema is available.","125","test_openapi_schema_available","tests.unit","Sat Feb 07 16:08:20 UTC 2026","passed","Sat Feb 07 16:08:20 UTC 2026","TestAppSetup","test_main","",""
"Test that no stock fetch occurs when warehouse is missing.","4","test_sales_order_details_no_warehouse_no_stock_fetch","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestSalesOrderDetailsEndpointStockDataHandling","test_endpoints","",""
"Test that available_qty is calculated as actual - reserved.","1","test_calculates_available_qty_correctly","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStockServiceDataTransformation","test_stock_service","",""
"Test that app has correct title and version.","0","test_app_title_and_version","tests.unit","Sat Feb 07 16:08:20 UTC 2026","passed","Sat Feb 07 16:08:20 UTC 2026","TestAppSetup","test_main","",""
"Test that context manager properly enters and exits.","1","test_context_manager_enter_exit","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestERPNextClientContextManager","test_erpnext_client","",""
"Test ERPNext connection configuration exists.","0","test_settings_erpnext_connection_config","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestSettingsConfiguration","test_config","",""
"Test that settings instance is globally accessible.","1","test_settings_is_singleton_like","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestGlobalSettingsInstance","test_config","",""
"Test ERPNextClientError handling in apply_promise.","4","test_apply_promise_erpnext_error","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Test that shutdown event logs shutdown message.","3","test_shutdown_event_logs_message","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStartupAndShutdownEvents","test_main","",""
"Test that item warehouse is used as fallback.","4","test_sales_order_details_uses_item_warehouse_fallback","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestSalesOrderDetailsEndpointDefaultsHandling","test_endpoints","",""
"Test 422 validation error response format.","4","test_422_validation_error_format","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestErrorResponseFormats","test_main","",""
"Test that GROUP warehouse triggers warning in _build_item_plan.","19","test_group_warehouse_passed_to_build_item_plan","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestGroupWarehouseWarning","test_additional_coverage","",""
"Test: Default processing lead time (1 day) is applied.","0","test_processing_lead_time_default","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"If today is Friday, base_date should be Sunday when no_weekends=True.","0","test_base_date_friday_moves_to_sunday","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestPromiseCalculationWithCalendar","test_calendar_workweek","",""
"Test that httpx.ReadTimeout is properly retried and raises RetryError.","3003","test_timeout_exception_handling","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:20 UTC 2026","TestERPNextClientTimeoutException","test_erpnext_client","",""
"Test material request creation with priority.","1","test_create_material_request_with_priority","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestApplyServiceCreateMaterialRequest","test_apply_service","",""
"Test handling of invalid JSON and ERPNext error responses.","10","test_handles_malformed_and_error_responses","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestERPNextClientMalformedResponses","test_erpnext_client","",""
"Test applying promise with different confidence levels.","3","test_apply_promise_with_all_confidence_levels","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestApplyServiceEdgeCases","test_apply_service","",""
"Test that health check version matches app version.","36","test_health_check_version_consistency","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestHealthCheckResponseModel","test_main","",""
"Test that POs are sorted by expected_date when retrieved.","0","test_po_sorting_and_retrieval","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestMockSupplyServiceParsing","test_mock_supply_service","",""
"Test successful incoming supply retrieval.","1","test_get_incoming_supply_success","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStockServiceGetIncomingSupply","test_stock_service","",""
"Test get_sales_order_list with various parameter combinations.","2","test_get_sales_order_list_with_parameters[CUST-001-Draft-2024-01-01-2024-02-01-SO--100-50]","tests.unit","Sat Feb 07 16:08:20 UTC 2026","passed","Sat Feb 07 16:08:20 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Test generic exception handling in list_sales_orders.","4","test_list_sales_orders_generic_exception","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Test 404 when ERPNext returns 404 error.","4","test_get_stock_erpnext_404_error","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test successful stock retrieval for valid item + warehouse.","5","test_get_stock_success","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test that /otp/apply endpoint is registered.","3","test_apply_endpoint_registered","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestEndpointRegistration","test_main","",""
"Test desired date analysis fallback path.","0","test_desired_date_fallback_return","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestPromiseServiceEdgeCases","test_promise_service","",""
"Test that endpoints return 422 for validation errors.","4","test_endpoint_validation_errors[/otp/procurement-suggest-request_data2-422-None]","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestRoutesErrorHandling","test_main","",""
"Test that zero stock is handled correctly.","1","test_zero_stock_handled","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test successful material request creation.","1","test_create_material_request_success","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestApplyServiceCreateMaterialRequest","test_apply_service","",""
"Test: on_time flag changes when stock/supply changes relative to desired_date.","1","test_dynamic_recalculation_with_desired_date","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestDesiredDateHandling","test_desired_date","",""
"Test procurement suggestion handles generic errors.","5","test_procurement_suggestion_generic_error","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestProcurementSuggestionErrorHandling","test_additional_coverage","",""
"Test that port must be positive integer.","1","test_settings_port_positive_integer","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestSettingsPydanticValidation","test_config","",""
"Promise date should never land on Friday or Saturday.","1","test_promise_date_never_weekend","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"Stock in Goods In Transit should NOT be available immediately.","0","test_in_transit_stock_not_available_now","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"Reasons should explain warehouse-based decisions including GROUP warehouse handling.","1","test_reasons_explain_warehouse_decisions","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestPromiseCalculationWithWarehouses","test_warehouse_handling","",""
"Test that supply is filtered by after_date parameter.","1","test_filters_supply_by_after_date","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test get_sales_order_list with various parameter combinations.","2","test_get_sales_order_list_with_parameters[None-None-None-2024-02-01-None-10-0]","tests.unit","Sat Feb 07 16:08:20 UTC 2026","passed","Sat Feb 07 16:08:20 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Test that docs endpoint is available.","3","test_docs_endpoint_available","tests.unit","Sat Feb 07 16:08:20 UTC 2026","passed","Sat Feb 07 16:08:20 UTC 2026","TestAppSetup","test_main","",""
"Expand list with group warehouse.","0","test_expand_warehouse_list_with_group","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test: Warehouse classified as NEEDS_PROCESSING adds extra day.","1","test_warehouse_needs_processing","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestPromiseService","test_promise_service","",""
"Test next_working_day from various starting days.","0","test_next_working_day_scenarios","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestCalendarUtilities","test_calendar_workweek","",""
"Test get_available_stock when no warehouse is specified.","1","test_get_available_stock_no_warehouse_parameter","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStockServiceGetAvailableStock","test_stock_service","",""
"Test: Warehouse override has higher priority than rule-level override.","0","test_processing_lead_time_rule_override","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test that ERPNext URL is properly constructed.","1","test_erpnext_url_construction","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestApplyServiceEdgeCases","test_apply_service","",""
"Test that empty results are returned correctly.","5","test_empty_response","tests.api","Sat Feb 07 16:08:27 UTC 2026","passed","Sat Feb 07 16:08:27 UTC 2026","","test_sales_orders_endpoint","",""
"Test that important string fields are not empty.","1","test_settings_string_fields_not_empty","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestSettingsPydanticValidation","test_config","",""
"Detect group warehouses correctly.","0","test_is_group_warehouse","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestWarehouseGroupExpansion","test_warehouse_handling","",""
"Test that ERPNext API credentials exist.","0","test_settings_api_key_required","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestSettingsConfiguration","test_config","",""
"Test custom warehouse hierarchy.","1","test_custom_hierarchy","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Test health check exception handling.","2","test_health_check_with_exception","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Test scrap and reject warehouses are NOT_AVAILABLE.","0","test_scrap_reject_pattern","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Test response unwrapping for data, message, and raw responses.","5","test_response_unwrapping","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestERPNextClientSuccessfulResponses","test_erpnext_client","",""
"Test get_sales_order_list with various parameter combinations.","2","test_get_sales_order_list_with_parameters[CUST-001-Draft-2024-01-01-2024-02-01-None-10-0]","tests.unit","Sat Feb 07 16:08:20 UTC 2026","passed","Sat Feb 07 16:08:20 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Test: Warehouse-specific processing lead time overrides default.","1","test_processing_lead_time_warehouse_override","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestProcessingLeadTime","test_processing_lead_time","",""
"Test handling of missing qty fields in ERPNext response.","4","test_get_stock_missing_qty_fields","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test health check when stock balance check raises exception.","3","test_health_exception_during_stock_balance_check","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestHealthEndpointMockSupply","test_endpoints","",""
"Promise date must never land on Friday or Saturday.","1","test_promise_date_never_weekend","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestPromiseCalculationWithCalendar","test_calendar_workweek","",""
"Test 404 when item doesn't exist in warehouse.","5","test_get_stock_item_not_found","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test material request creation error handling.","1","test_create_material_request_handles_error","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestApplyServiceCreateMaterialRequest","test_apply_service","",""
"Test empty warehouse name defaults to SELLABLE.","0","test_empty_warehouse_name","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestWarehouseClassification","test_warehouse_handling","",""
"Test that CORS headers are present in responses.","2","test_cors_headers_present","tests.unit","Sat Feb 07 16:08:20 UTC 2026","passed","Sat Feb 07 16:08:20 UTC 2026","TestCORSMiddleware","test_main","",""
"Test get_sales_order_list with various parameter combinations.","2","test_get_sales_order_list_with_parameters[None-Draft-None-None-None-10-0]","tests.unit","Sat Feb 07 16:08:20 UTC 2026","passed","Sat Feb 07 16:08:20 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Test that item codes are passed exactly as provided (case-sensitive).","4","test_get_stock_case_sensitive_item_code","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test that non-404 ERPNext errors are mapped to 502.","4","test_non_404_error_mapped_to_502","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestERPNextErrorMapping","test_endpoints","",""
"Test that lead time buffer is non-negative.","1","test_settings_lead_time_non_negative","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestSettingsPydanticValidation","test_config","",""
"Test: When some items available and desired date missed → suggest split shipment.","1","test_split_shipment_option","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestPromiseService","test_promise_service","",""
"Test that validation errors return 422 Unprocessable Entity.","83","test_promise_validation_error_returns_422","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestPromiseEndpointErrorHandling","test_endpoints","",""
"Test that unexpected exceptions are propagated (or handled if not wrapped).","1","test_get_available_stock_exception_handled","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStockServiceGetAvailableStock","test_stock_service","",""
"Reasons should mention weekend adjustment.","1","test_weekend_adjustment_reason_included","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestPromiseCalculationWithCalendar","test_calendar_workweek","",""
"Test delivery model setting.","0","test_settings_delivery_model","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestSettingsConfiguration","test_config","",""
"Test health check when mock supply is enabled.","4","test_health_with_mock_supply_enabled","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestHealthEndpointMockSupply","test_endpoints","",""
"Test that redoc endpoint is available.","2","test_redoc_endpoint_available","tests.unit","Sat Feb 07 16:08:20 UTC 2026","passed","Sat Feb 07 16:08:20 UTC 2026","TestAppSetup","test_main","",""
"
    Test that GET /otp/sales-orders endpoint is registered and not 404.
    Verifies endpoint is properly exposed in FastAPI.
    ","6","test_sales_orders_endpoint_exists_and_not_404","tests.api","Sat Feb 07 16:08:27 UTC 2026","passed","Sat Feb 07 16:08:27 UTC 2026","","test_sales_orders_endpoint","",""
"Test that endpoint calls correct ERPNext Bin doctype.","4","test_get_stock_calls_correct_doctype","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestItemStockEndpoint","test_items_endpoint","",""
"Test successful stock retrieval.","1","test_get_available_stock_success","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStockServiceGetAvailableStock","test_stock_service","",""
"Test _parse_po_row with valid and invalid data.","0","test_parse_po_rows_edge_cases","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestMockSupplyServiceParsing","test_mock_supply_service","",""
"Test get_sales_order_list with various parameter combinations.","2","test_get_sales_order_list_with_parameters[None-None-2024-01-01-None-None-10-0]","tests.unit","Sat Feb 07 16:08:20 UTC 2026","passed","Sat Feb 07 16:08:20 UTC 2026","TestERPNextClientSalesOrderListParameters","test_erpnext_client","",""
"Test generic Exception handling in apply_promise.","5","test_apply_promise_generic_exception","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"Test _safe_float with all data types and edge cases.","1","test_safe_float_conversion","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestMockSupplyServiceParsing","test_mock_supply_service","",""
"Test working day detection for Sunday-Thursday workweek.","0","test_is_working_day","tests.unit","Sat Feb 07 16:08:17 UTC 2026","passed","Sat Feb 07 16:08:17 UTC 2026","TestCalendarUtilities","test_calendar_workweek","",""
"Test that negative reserved qty doesn't cause issues.","1","test_negative_reserved_qty_handled","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStockServiceEdgeCases","test_stock_service","",""
"Test response matches required schema.","5","test_sales_order_details_response_format_matches_contract","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","","test_sales_order_details_endpoint","",""
"Test get_controller branch with mock supply enabled.","1","test_get_controller_with_mock_supply","tests.api","Sat Feb 07 16:08:26 UTC 2026","passed","Sat Feb 07 16:08:26 UTC 2026","TestOTPEndpointExceptionHandlers","test_endpoints","",""
"
    CRITICAL: Verify doctype is NOT sent in query params.
    ERPNext get_list() fails if doctype is passed both in URL and params.
    ","5","test_erpnext_client_does_not_send_doctype_twice","tests.api","Sat Feb 07 16:08:27 UTC 2026","passed","Sat Feb 07 16:08:27 UTC 2026","","test_sales_orders_endpoint","",""
"Test that ERPNext errors are handled.","1","test_get_available_stock_erpnext_error_handled","tests.unit","Sat Feb 07 16:08:24 UTC 2026","passed","Sat Feb 07 16:08:24 UTC 2026","TestStockServiceGetAvailableStock","test_stock_service","",""
